,Nome Vinho,Localidade,Harmoniza,Avaliação,Uva,Sentimento
478,Amiot Guy Vieilles Vignes Chassagne-Montrachet Rouge 2017,"Chassagne-Montrachet, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Light fruity hint vanilla tobacco,Pinot Noir,neutral
479,Amiot Guy Vieilles Vignes Chassagne-Montrachet Rouge 2017,"Chassagne-Montrachet, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",I drink top 3 buy,Pinot Noir,neutral
480,Amiot Guy Vieilles Vignes Chassagne-Montrachet Rouge 2017,"Chassagne-Montrachet, França","Carne de vaca, Vitela, Carne de caça (cervo, veado), Aves",Quite wet dry wine Good for leaving traditional flavors,Pinot Noir,neutral
0,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Perfect balance powerful blowjob alcohol interference full robust woody flavor sensational minimal tannins,Malbec,positive
1,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",For time week perfect Malbec defects celebrating New Year birthday worth it,Malbec,positive
2,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",It difficult expose details wine firstly emotion opportunity taste it specialized comments evaluated below sensational,Malbec,neutral
3,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",He loves catena family excellent wine I drink special moments wine part great achievements family,Malbec,positive
4,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",I repeat excellent Malbec young 2030 decanter better alcoholic smell,Malbec,neutral
5,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Amazing wine always This 2018 vintage spectacular Fullbodied round time Very fruity Worth drop,Malbec,positive
6,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Always spectacular Today celebrating oak oak blackberry vanilla blueberry black fruit dark chocolate minerals low acidity,Malbec,positive
7,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Red fruits leather vanilla dark chocolate delicate balanced stands out Very silky liqueur Long finish A show,Malbec,positive
8,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Sensational Malbec Balanced tasty Bright ruby color aromas black fruits leather pepper Long finish 49,Malbec,positive
9,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Excellent Malbec Aromas dark fruit vanilla coffee Intense soft body medium acidity long persistence balanced,Malbec,positive
10,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Wine show Complex bringing leather spices red fruits coffee earthy lots structure elegance great wine Catena Zapata,Malbec,positive
11,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Flawless wine Super elegant Malbec Aromas red fruits coffee chocolate Very balanced great structure No error,Malbec,positive
12,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",98100 Great wine holds 5 years easy guard Aromatically potent sharp acidity tannins present,Malbec,neutral
13,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Complex interesting The complex malbec Ive had Very different 2011 I I drunk,Malbec,neutral
14,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Nose Red fruits pepper chocolate Mouth Balanced tannins blackberries balanced persistent finish A Malbec reference,Malbec,neutral
15,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Malbec complex varied notes fragrances nuances ranging leather red fruits blackberry raspberry tobacco,Malbec,neutral
16,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",CATENA ZAPATA Wonderful Malbec celebrate special occasion Intense ruby velvety tannins black fruits berries Health black fruit plum blackberry,Malbec,positive
17,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",An excellent Malbec Fullbodied wine notes black fruits vanilla finish Intense color spectacular flavor Tasted Bravo Bistrô,Malbec,positive
18,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Velvety tasty balanced complex A spectacular wine composed notes Very structured tannins deliciously long finish,Malbec,positive
19,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",The catena zapata wine Ive had Fullbodied elegant red black fruit measure Didnt give 50 oak,Malbec,neutral
20,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",High Point Brotherhood Argentinian malbec night This classic highend wines More loaded proposal ripe fruit present wood Great,Malbec,positive
21,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",96100 No score WS 94 2017 RP 95 2017 Cherry raspberry blueberry Best Catena Malbec Ive had Tan1Amg2Bqt3Crp4Sbr5Prs4,Malbec,neutral
22,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Enjoyed diving friends Adolfo Bitencourt Leandro Gazzana beginning liveaboard Red Sea Saturday 11jun22 Vinhaço complete complex 47TS,Malbec,neutral
23,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",violaceous  fullbodied  chocolate  black fruit  vanilla  wood  red black fruit  compote Theres alcohol left plenty time shipping,Malbec,neutral
24,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Vinasse It body personality lot vanilla aroma oak In mouth velvet Balance tamed tannins Long aftertaste final notes chocolate,Malbec,neutral
25,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",18 months French oak barrels 100 malbec grape Wine borders absolute perfection Leave decanter 40 minutes drinking throwing money away,Malbec,positive
26,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Intense ruby hue Fullbodied Fill mouth Medium acidity smooth pleasant tannins Notes blackberry oak light touch pepper blackberry oak pepper pepper,Malbec,neutral
27,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Extremely balanced wine high alcohol feeling drinking decanter Fruit aromas initial taste chocolate final peach,Malbec,neutral
28,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Perfection form wine blackberries plums vanilla wrapped classic aftertaste wood Impeccable tannins spectacular wine The aromas taste balanced symphony,Malbec,positive
29,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A Malbec ALL splendor Floral violet Fruity plum blackberry wood leather vanilla Body acidity alcohol content perfect I find defect Ten note Ten,Malbec,positive
30,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A Malbec It brings story grape continent overcame plague decimated grapes Latin America queen Argentine grapes Enjoy drop Goes roast,Malbec,neutral
31,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Catena Zapata Malbec Argentino 2018 For beautiful labels time And Valentines Day I celebrated wine year I beloved A unique wine malbec vein elegant silky fine tannins acidity Great wine If  buy it Drunk 6122021,Malbec,positive
32,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",I loved suggestion celebrate 4000th wine A tribute birth death Malbec grape France rebirth rise Argentina Deep purple color impassable clear bright Aromas red fruits cherries strawberries combined blueberries spices nuances chocolate vanilla In mouth round mega soft tannins perfect acidity excellent integration wood great portion fruit long finish Bon Jovilivin Prayer,Malbec,positive
33,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A phenomenal wine Probably fruity wine tasted The subtlety wood elegance Argentinean red Raspberry blackberry noticed easily This wine level Nico Luca characteristics full body soft tannins I give 48 pts pay 450 reais,Malbec,positive
34,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",His grade matches  As written Vinino defect Its velvet beginning end We breathe hour half Intense ruby color As opened showed ripe red fruits notes  After breathing wood disappeared leaving red fruits jam spices tobacco In cup abundant tears In mouth velvet No tannins Zero acidity And alcohol noticeable 14 The finish long notes spices,Malbec,neutral
35,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Fulfilling dream tasting vinasse Extremely complex wine Hard talk him On nose fruity elegant In mouth black pepper light anise delicate red fruits A wine excellent body long persistence I expected wine A pleasure taste friendbrother Gustavo Nanas house Unforgettable,Malbec,positive
36,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Floral aromas ripe fruits cherry cassis nuances spices touch tobacco In mouth incredible finesse ripe tannins acidity Deep ruby,Malbec,neutral
37,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Deserves 50 malbec eye dark ruby color nose aroma fruits impresses mouth vanilla woody complex round wine showing power 1hr decanter,Malbec,neutral
38,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Nose Fruity dry On palate aged baric tones fusion chocolate invade roof mouth Soft present tannins An incredible acidity extremely balanced present make wine balanced perfect Top 5,Malbec,positive
39,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",47 The excellence Argentine Malbec Tribute birth death Malbec France rebirth rise Argentina cutting ancient vines iconic Catena Zapata Nicasia Angélica 18 months French oak Intense ruby impassable Very aromatic Ripe red black fruits cherry strawberry vanilla chocolate blueberry wood notes Fullbodied Good acidity dense Velvety firm tannins balanced Vinasse Worth sorso Salute,Malbec,positive
40,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Simply sensational Malbec Elegant soft balanced black fruits medium acidity slightly mediumhigh Oak accented placed This wine definition excellent Malbec,Malbec,positive
41,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Blend Argentinian Malbecs Catena Zapata Uco Valley region ages 24 months 1st French oak barrels  Deep purple red color  Ripe black fruit aromas raspberry blackcurrant blueberry blackberry plum fig strawberry yogurt oak wood vanilla caramel cocoa chocolate leather black pepper mint herbal arnica  Fullbodied moderate tannins acidity  FOLLOW luvinovinhos adegaluvino,Malbec,neutral
42,Catena Zapata Malbec Argentino 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",An excellent wine indeed But problem create higher expectation should The wine fullbodied tannic high aftertaste ideal astringency acidic unnecessary acidity opinion The wine icon tasting subtle burning sensation throat shows imbalance exam In smell good dark dark coloration Tall heavy body Good malbec centennial High price,Malbec,neutral
43,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Red color violet reflections dry slightly fullbodied medium high astringency balanced acidity One classic Excellent,Malbec,positive
44,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",What sensational wine Plum  chocolate  leather  pepper I understand time balanced,Malbec,positive
45,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Extraordinary wine I favorable costbenefit ratio I Cobos Bramare Lujan Cuyo better Health,Malbec,positive
46,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Malbec grape Chocolate aroma predominates oak dark fruits Fantastic A steep price worth it,Malbec,positive
47,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Repeating extraordinary Argentinian Malbec maintaining assessment At christening grandson Vinícios friends Health,Malbec,neutral
48,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A wine excellence Fruity measure balanced tannins Medium body high alcohol content,Malbec,neutral
49,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Repeating previous note 5 Argentinian wine Catena Family wrong This Angelica Zapata fantastic Health,Malbec,neutral
50,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Its worth noting wines Ive had balanced plenty plum oak pepper end,Malbec,neutral
51,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Great Very balanced homogeneous dark ruby Notes florals red fruits Soft overdone,Malbec,positive
52,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Full marks spectacular vinasse Malbec bacalhoada A mix Portugal Argentina Great,Malbec,positive
53,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Every sip feastExcellent wine If aroma vibrated When taste it fall love In end wow one it,Malbec,positive
54,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Dark ruby color fruit nose Good body finish A splendid wine This vintage struck tannic 2016,Malbec,positive
55,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Today Im taxi Forgive me Luciano Huck enoethylic potion angelic Malbec nectar wine gods Thank Bacco Dionysus,Malbec,neutral
56,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",Always great back wine robust dense warm voluminous tannins lot smoked presence wood integrating caramel vanilla Always drink wine,Malbec,positive
57,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",oak vanilla chocolate blackberry cherry An excellent wine medium body intensity acidity enjoy barbecue,Malbec,positive
58,Angélica Zapata Malbec Alta 2018,"Mendoza, Argentina","Carne de vaca, Cordeiro, Aves",A complex exuberant wine striking tannins excellent presence mouth aging capacity Great classic South America,Malbec,positive
